"V1","V2","V3","V4","V5","V6","V7"
-0.088250935,-0.36402888,0.98622311,1.1999576,0.13968742,1.0745079,0
0.1397385,-0.33748727,-0.41130523,-0.85955255,-0.37786573,-0.94572324,0
0.32910863,1.6044741,-0.14081588,-0.85955255,-0.37786573,-0.94572324,0
-0.38365478,-0.42153571,0.44524439,0.062817709,-0.37786573,0.6326776,0
-0.15989992,-0.30652205,0.2198366,-0.24056025,1.3557842,0.95262371,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.40686025,-0.43038291,0.40016284,0.58476282,1.9527532,0.41328597,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.39330961,-0.43923012,0.94114155,0.34130095,-0.37786573,1.421878,0
0.065210009,1.1532667,-0.18589744,0.39446593,-0.37786573,1.0318485,0
-0.39347899,-0.45250093,-0.230979,0.63877169,-0.37786573,0.95871792,0
0.41007368,-0.25786243,-0.45638679,0.42147037,-0.37786573,0.6326776,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.30641616,-0.44807732,-0.36622367,0.47716702,3.8514908,0.6844784,0
1.1690786,-0.45250093,-0.36622367,-0.85955255,-0.37786573,-0.94572324,0
0.47054338,1.2682803,-0.18589744,1.0261166,-0.37786573,1.5955631,0
1.1191107,0.83919093,-0.27606055,2.1252815,-0.37786573,0.86730475,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.33808593,0.096025752,-0.36622367,0.29952846,1.108087,0.76675026,0
0.58352181,0.28181705,-0.14081588,1.1691557,0.57611257,1.0105187,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1.1479058,4.8248565,0.26491816,-0.85955255,-0.37786573,-0.94572324,0
0.32622912,0.45433753,0.71573375,-0.85955255,-0.37786573,-0.94572324,0
-0.28050057,-0.44365372,-0.14081588,0.54763172,2.6000651,1.2420988,0
0.29218315,1.4983077,0.71573375,0.78138886,-0.086476622,1.1842038,0
-0.3387683,-0.43038291,3.4206273,0.87295078,0.12701117,0.61744207,0
-0.33842954,-0.24901522,2.6542408,0.03750105,-0.37786573,1.3517946,0
0.26626756,1.7194878,0.71573375,1.962411,0.21113537,1.3578888,0
-0.11111763,-0.36402888,0.17475504,1.1497462,-0.37786573,0.90691713,0
-0.20783529,-0.30209845,0.17475504,0.51134451,1.7510527,0.81550395,0
-0.02574863,-0.054376724,0.2198366,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1.5540861,5.0681547,-0.230979,1.6299189,0.21706193,0.78808,0
0.65737277,4.9929534,0.80589687,1.8982754,-0.37786573,0.92824687,0
0.30234613,0.47203194,0.08459192,-0.85955255,-0.37786573,-0.94572324,0
-0.17802389,-0.44365372,0.08459192,0.81261274,-0.37786573,1.0958377,0
-0.25509313,-0.43038291,-0.050652758,-0.85955255,-0.37786573,-0.94572324,0
-0.34266411,-0.25343882,1.3468756,0.74510165,-0.37786573,1.2908525,0
1.3047544,0.82592012,0.2198366,0.77759136,0.1221053,1.2329575,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.59571738,0.52069157,-0.36622367,-0.85955255,-0.37786573,-0.94572324,0
0.038108738,-0.36845248,-0.050652758,0.29446513,-0.37786573,0.69361971,0
0.120937,-0.29767485,-0.230979,1.970006,1.0683462,1.1171674,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.12822046,-0.054376724,0.26491816,1.113881,0.55885971,1.0684137,0
0.470374,-0.45250093,-0.32114211,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.41532455,-0.45250093,-0.32114211,-0.85955255,-0.37786573,-0.94572324,0
0.16497656,-0.16939038,-0.18589744,1.0413066,1.5127063,1.0409898,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.57945662,0.50742076,0.62557063,0.74889915,-0.37786573,0.47118099,0
-0.16091622,-0.4038413,0.30999972,0.72695805,-0.37786573,0.96481214,0
0.23594801,0.32605307,-0.095734317,1.1425732,0.9588036,1.1506856,0
-0.12297444,-0.45250093,-0.18589744,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.021852823,-0.13842517,1.6173649,2.2117801,-0.37786573,0.55649995,0
-0.023885418,-0.3994177,0.35508128,1.2775954,-0.37786573,1.5102441,0
0.59283787,0.66667044,-0.050652758,-0.85955255,-0.37786573,-0.94572324,0
-0.02574863,-0.34191087,-0.095734317,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.24103435,-0.34191087,0.76081531,0.87210689,0.35633604,1.2756169,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1.5464638,0.95420459,-0.14081588,1.2856123,-0.37786573,1.1354501,0
0.19478796,-0.32421646,0.08459192,0.79446914,-0.37786573,0.74237341,0
0.46173547,0.67994125,0.26491816,1.1948943,-0.37786573,1.5803275,0
0.20122451,0.056213332,-0.095734317,0.87590439,-0.37786573,1.1659211,0
-0.22223284,-0.41711211,-0.095734317,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1.6450447,2.4316877,-0.41130523,0.54720977,2.0922908,0.41938019,0
0.39855564,0.01197731,-0.27606055,1.7463755,-0.37786573,1.2725698,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.76645538,1.2505859,0.58048907,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1.1091171,3.6039423,-0.50146835,1.42401,1.8244762,0.19998856,0
2.4867085,-0.45250093,-0.54654991,-0.85955255,-0.37786573,-0.94572324,0
-0.19038885,-0.36402888,-0.14081588,-0.85955255,-0.37786573,-0.94572324,0
0.10755574,-0.04552952,-0.36622367,1.2159915,-0.37786573,1.0288014,0
0.15193407,-0.11630716,4.1870138,1.1370879,-0.37786573,0.58697101,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.30573863,-0.45250093,-0.41130523,-0.85955255,-0.37786573,-0.94572324,0
0.40736355,-0.44807732,-0.050652758,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.15583473,-0.17381398,1.301794,-0.85955255,-0.37786573,-0.94572324,0
-0.45293241,-0.43923012,0.12967348,0.40332676,-0.37786573,1.047084,0
-0.071482024,-0.195932,1.2116309,1.5725344,0.83470806,1.1354501,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1.47888,4.9221758,-0.27606055,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.21613506,-0.36845248,-0.050652758,0.23665876,-0.37786573,0.9465295,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.17175672,-0.45250093,-0.18589744,0.88771883,-0.37786573,1.0501311,0
0.29438513,-0.19150839,0.17475504,0.62400364,0.7038299,1.1567798,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.40347259,-0.44807732,-0.18589744,-0.12241584,-0.37786573,0.66619576,0
-0.013383676,-0.29325125,-0.14081588,0.57758976,-0.37786573,1.7113531,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.016093803,-0.24901522,-0.050652758,0.67337112,-0.37786573,1.2024864,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.1402515,-0.41711211,-0.095734317,-0.85955255,-0.37786573,-0.94572324,0
-0.11467467,-0.39057049,2.1583436,-0.85955255,-0.37786573,-0.94572324,0
0.75307413,1.6398629,-0.45638679,1.3467942,2.3684354,0.85206922,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.43243707,-0.43923012,0.26491816,0.53370755,-0.37786573,0.59306522,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.21749012,-0.44365372,0.12967348,0.38982455,-0.37786573,0.95567082,0
-0.32894409,-0.35960528,-0.230979,0.27547764,1.7706104,1.2329575,0
-0.057762006,-0.44807732,1.0313047,-0.85955255,-0.37786573,-0.94572324,0
-0.46953193,-0.42595931,1.301794,0.43708231,-0.37786573,0.89777581,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.13500063,-0.31979286,0.44524439,0.65649335,0.27942249,1.2756169,0
-0.29659195,-0.45250093,-0.0055711987,0.70965833,-0.37786573,1.5498565,0
0.57996476,0.46760834,0.35508128,0.85185356,-0.37786573,1.4584433,0
-0.36586957,-0.37287609,2.9698117,-0.85955255,-0.37786573,-0.94572324,0
0.018799083,-0.24016802,1.0313047,0.77252803,0.15384531,1.2908525,0
-0.17192611,-0.42595931,-0.0055711987,-0.85955255,-0.37786573,-0.94572324,0
-0.26186845,-0.45250093,-0.230979,0.50037395,-0.37786573,1.2756169,0
2.1952005,-0.45250093,-0.36622367,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.18733996,-0.36845248,-0.14081588,0.82442718,4.1786697,1.3670301,0
-0.076732895,-0.3994177,1.3468756,0.4265337,0.14633834,1.2695227,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.25102309,0.0075537073,0.62557063,-0.85955255,-0.37786573,-0.94572324,0
0.11636366,-0.23574442,0.17475504,-0.85955255,-0.37786573,-0.94572324,0
0.33266567,-0.094189144,0.40016284,1.151856,-0.37786573,1.2664756,0
-0.4719033,-0.41268851,-0.59163147,0.6303328,-0.37786573,0.35234386,0
-0.35943302,-0.41268851,2.023099,0.36324205,0.4228452,0.86425764,0
0.39974132,0.32605307,-0.050652758,0.49573257,0.42268057,0.80331553,0
0.19275536,0.84361453,-0.230979,-0.85955255,-0.37786573,-0.94572324,0
0.83691868,4.1878578,0.44524439,0.76408915,-0.37786573,0.529076,0
-0.20614146,-0.37729969,1.4370387,0.1636624,-0.1075159,1.3700772,0
-0.095534402,-0.4082649,0.44524439,1.5020697,0.46258606,1.1415443,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.12094184,-0.45250093,0.94114155,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.23561409,-0.4038413,0.12967348,0.96113714,-0.37786573,0.90387002,0
-0.42041088,-0.43480652,0.67065219,1.1548096,-0.37786573,0.75151473,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.26762747,-0.43923012,0.26491816,0.5750581,-0.37786573,0.88863449,0
-0.0079634216,0.12256737,0.17475504,0.21471766,1.1337358,0.82464527,0
0.13228565,-0.023411508,0.40016284,0.69193667,-0.37786573,0.7393263,0
1.5717019,-0.44807732,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0
-0.069110663,-0.31536926,-0.32114211,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.26813562,-0.4038413,0.039510361,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
3.1484877,-0.43923012,-0.54654991,-0.85955255,-0.37786573,-0.94572324,0
0.42819765,-0.18266119,0.12967348,1.159451,-0.37786573,1.1781095,0
0.8089705,0.26412264,-0.32114211,0.98898546,2.1639033,1.1537327,0
-0.10501985,-0.3949941,0.53540751,0.73328721,-0.37786573,0.75151473,0
-0.25509313,-0.43038291,-0.050652758,-0.85955255,-0.37786573,-0.94572324,0
0.35434669,-0.43923012,-0.27606055,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.00017180638,-0.16054318,-0.18589744,0.64721057,-0.37786573,1.2969467,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.24373963,0.12699097,-0.230979,0.48771563,-0.37786573,0.9465295,0
0.076558666,-0.04552952,0.26491816,0.046361881,0.88538013,0.94043529,0
1.4372118,0.25969903,-0.050652758,2.5349894,0.39693297,1.3213235,0
-0.41448248,-0.42595931,1.1665493,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.039294419,-0.3949941,-0.14081588,0.9083941,-0.37786573,1.2146748,0
0.018290934,-0.24459162,-0.14081588,0.64130335,1.1084163,1.2969467,0
-0.13788014,-0.43480652,0.30999972,-0.85955255,-0.37786573,-0.94572324,0
0.23103591,0.20661581,0.2198366,1.0320238,0.21370355,1.2817111,0
0.086552259,0.20219221,-0.095734317,0.52315895,1.7570122,0.87644607,0
-0.18412168,-0.43038291,-0.095734317,-0.043090312,-0.37786573,1.0348956,0
0.67075402,0.77283689,-0.0055711987,-0.85955255,-0.37786573,-0.94572324,0
-0.29964084,-0.30209845,-0.27606055,-0.1696736,4.8789913,1.1537327,0
-0.082153149,-0.42153571,-0.18589744,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.073171007,-0.41711211,0.08459192,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.45250093,2.4739146,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.39076887,-0.33748727,-0.050652758,-0.85955255,-0.37786573,-0.94572324,0
0.23476233,0.14910898,0.08459192,-0.85955255,-0.37786573,-0.94572324,0
1.2790082,3.0686865,1.3468756,0.22357849,-0.042653017,0.58697101,0
-0.15464905,-0.35518168,-0.32114211,0.71725333,2.8913554,1.1019319,0
0.53626397,0.073907741,-0.27606055,-0.85955255,-0.37786573,-0.94572324,0
-0.26288475,-0.44365372,0.44524439,0.17336712,0.59804084,1.0897435,0
0.00067510833,-0.43038291,-0.32114211,-0.85955255,-0.37786573,-0.94572324,0
0.25644335,0.1844978,0.12967348,1.4835042,0.542858,1.0836493,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.43243707,-0.21805001,5.7197868,0.69573417,-0.37786573,0.92215265,0
