"V1","V2","V3","V4","V5","V6"
-0.12094184,-0.45250093,0.94114155,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.42041088,-0.43480652,0.67065219,1.1548096,-0.37786573,0.75151473
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
1.5717019,-0.44807732,-0.50146835,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
3.1484877,-0.43923012,-0.54654991,-0.85955255,-0.37786573,-0.94572324
0.8089705,0.26412264,-0.32114211,0.98898546,2.1639033,1.1537327
-0.25509313,-0.43038291,-0.050652758,-0.85955255,-0.37786573,-0.94572324
0.35434669,-0.43923012,-0.27606055,-0.85955255,-0.37786573,-0.94572324
-0.00017180638,-0.16054318,-0.18589744,0.64721057,-0.37786573,1.2969467
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.13788014,-0.43480652,0.30999972,-0.85955255,-0.37786573,-0.94572324
-0.18412168,-0.43038291,-0.095734317,-0.043090312,-0.37786573,1.0348956
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
0.073171007,-0.41711211,0.08459192,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.39076887,-0.33748727,-0.050652758,-0.85955255,-0.37786573,-0.94572324
1.2790082,3.0686865,1.3468756,0.22357849,-0.042653017,0.58697101
-0.15464905,-0.35518168,-0.32114211,0.71725333,2.8913554,1.1019319
0.53626397,0.073907741,-0.27606055,-0.85955255,-0.37786573,-0.94572324
-0.26288475,-0.44365372,0.44524439,0.17336712,0.59804084,1.0897435
0.00067510833,-0.43038291,-0.32114211,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.43243707,-0.21805001,5.7197868,0.69573417,-0.37786573,0.92215265
0.52169703,0.74629528,-0.14081588,0.40121704,1.1448646,1.0288014
0.65076683,1.9583623,-0.32114211,1.1704215,-0.37786573,1.0927906
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.40076246,-0.44807732,0.49032595,0.75354054,0.60716115,0.65400734
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
0.058095925,-0.36402888,-0.0055711987,0.52526867,-0.37786573,1.2969467
-0.31183642,-0.42153571,0.17475504,0.67548084,-0.37786573,1.306088
0.077236197,-0.32421646,0.35508128,1.2489032,0.61825699,1.1598269
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.19563972,-0.072071133,0.039510361,1.2961609,-0.37786573,0.91301134
0.54168422,0.72417727,0.17475504,0.40332676,0.22960648,0.91301134
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.42108841,-0.45250093,0.44524439,-0.85955255,-0.37786573,-0.94572324
-0.13889643,-0.34191087,-0.32114211,-0.85955255,-0.37786573,-0.94572324
0.28168141,-0.25343882,-0.36622367,-0.85955255,-0.37786573,-0.94572324
-0.15007571,-0.31094565,0.039510361,0.65649335,0.75018876,1.6595523
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.46309538,-0.31979286,2.7894855,1.0037535,1.2332362,1.0714608
-0.11857048,-0.29767485,-0.18589744,1.0180996,-0.37786573,1.5833746
0.86859329,0.22431022,-0.27606055,0.87548244,1.4393487,1.1202145
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.027273077,-0.37287609,0.76081531,0.44045786,0.31083325,1.4919615
-0.16379573,-0.43038291,-0.230979,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.29997961,-0.43038291,0.62557063,0.90712827,-0.37786573,1.1567798
-0.19614787,-0.30652205,2.0681805,-0.85955255,-0.37786573,-0.94572324
0.34367556,0.25527543,-0.18589744,-0.85955255,-0.37786573,-0.94572324
-0.029475055,0.020824514,0.12967348,-0.12410362,0.72016086,0.83073948
0.79829937,0.47645554,-0.36622367,1.9210604,0.9991042,1.1476385
1.2744348,3.006756,-0.45638679,0.96451269,-0.37786573,0.45289835
-0.41549878,-0.45250093,0.12967348,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
0.088076706,-0.036682315,0.35508128,0.41767287,0.75499585,1.1842038
-0.0079634216,0.41894872,0.17475504,0.41936065,-0.37786573,0.82769237
2.4929757,4.1878578,-0.45638679,2.3645239,-0.37786573,0.81550395
-0.062504728,-0.29767485,0.039510361,0.77801331,0.62869431,1.132403
-0.10739121,-0.38614689,-0.14081588,-0.85955255,-0.37786573,-0.94572324
-0.084355128,-0.43480652,0.49032595,-0.85955255,-0.37786573,-0.94572324
1.1687399,1.8521958,-0.230979,-0.85955255,-0.37786573,-0.94572324
0.27287349,-0.24016802,-0.0055711987,0.84425856,1.1588579,0.96481214
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.097566997,-0.3949941,-0.32114211,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
0.96717417,0.37028909,0.12967348,1.3999592,-0.37786573,1.0988848
0.72292397,0.582622,0.17475504,0.77421581,0.28860866,0.86730475
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
0.0020301718,-0.16054318,0.35508128,0.65733724,0.66563653,1.4767259
0.21867095,-0.29325125,0.2198366,0.77843525,-0.37786573,0.90082291
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
0.49561206,0.10044935,0.2198366,-0.85955255,-0.37786573,-0.94572324
-0.072328939,-0.45250093,-0.32114211,-0.85955255,-0.37786573,-0.94572324
0.14990148,-0.076494735,-0.18589744,-0.85955255,-0.37786573,-0.94572324
0.37247066,-0.067647531,-0.0055711987,0.78476442,0.29545712,1.1689682
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
0.71716495,0.096025752,-0.14081588,1.2033332,-0.37786573,1.104979
-0.14363916,-0.2003556,0.2198366,-0.15659333,-0.37786573,1.0866964
-0.19818046,-0.43923012,0.039510361,0.68349778,-0.37786573,1.4279722
0.042004546,-0.27555684,-0.230979,0.95185436,0.71746099,1.1506856
0.81659273,1.016135,-0.32114211,1.3683134,1.452453,1.1263087
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
0.33232691,0.77283689,0.08459192,-0.85955255,-0.37786573,-0.94572324
0.18174547,-0.23132081,-0.45638679,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
3.7255753,-0.43038291,-0.50146835,-0.85955255,-0.37786573,-0.94572324
0.23933567,-0.0057170995,-0.14081588,-0.85955255,-0.37786573,-0.94572324
0.1566768,-0.12073076,0.12967348,0.73961638,-0.37786573,1.0866964
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
0.44767669,0.025248116,-0.230979,-0.85955255,-0.37786573,-0.94572324
0.027776379,-0.28882764,-0.050652758,1.1910968,0.55978161,1.1659211
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.50442482,-0.35075807,4.2320954,0.1636624,0.066362727,1.363983
-0.55371526,-0.44807732,3.9165245,1.2240084,0.14258485,0.46813388
1.1067457,3.2190889,-0.0055711987,-0.85955255,-0.37786573,-0.94572324
0.98563691,2.2857089,-0.45638679,1.810933,-0.37786573,0.94957661
0.052675671,-0.35518168,-0.41130523,-0.85955255,-0.37786573,-0.94572324
-0.30810999,-0.45250093,-0.230979,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
0.72817484,1.5027313,-0.41130523,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.54626241,-0.45250093,-0.59163147,-0.85955255,-0.37786573,-0.94572324
0.062838647,-0.2003556,-0.0055711987,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
2.6809908,-0.45250093,-0.36622367,-0.85955255,-0.37786573,-0.94572324
-0.13652507,-0.43480652,-0.45638679,1.1240076,4.9025988,1.421878
-0.19902738,-0.4082649,0.40016284,0.90755021,-0.37786573,1.0684137
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
0.64720979,2.0025983,0.30999972,-0.85955255,-0.37786573,-0.94572324
-0.16294881,-0.43923012,-0.32114211,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.51746731,-0.43480652,2.2034252,0.014294113,-0.37786573,1.4614904
0.10230487,-0.089765542,0.44524439,1.1185224,0.14186049,1.0714608
0.74223362,2.1662716,-0.095734317,1.4193687,0.34968513,0.92824687
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
0.19529611,0.20661581,-0.230979,-0.85955255,-0.37786573,-0.94572324
0.40821046,0.48087915,-0.14081588,1.5552347,-0.37786573,1.1842038
0.45580707,0.3835599,0.49032595,0.67590279,0.87602934,0.85816343
1.1357102,1.6442865,-0.45638679,-0.85955255,-0.37786573,-0.94572324
-0.53118732,-0.45250093,-0.0055711987,1.0121924,3.0434375,0.78198578
0.14736073,-0.27113323,0.80589687,0.47421341,0.40753492,0.97090635
-0.49409246,-0.4082649,-0.59163147,0.066193263,-0.37786573,0.4772752
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.021514057,-0.24459162,0.17475504,1.2961609,-0.37786573,0.78503289
1.1562055,-0.45250093,-0.095734317,-0.85955255,-0.37786573,-0.94572324
-0.096211934,-0.21805001,0.08459192,-0.032963649,0.36367839,1.0440369
-0.35841673,-0.44365372,0.49032595,0.8159883,0.61842161,1.1354501
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.174975,-0.33748727,1.6624465,0.44383342,0.44036147,1.278664
0.19580426,-0.16939038,0.30999972,0.537927,-0.37786573,1.0135658
1.9148717,-0.45250093,-0.18589744,-0.85955255,-0.37786573,-0.94572324
7.5026455,-0.44365372,-0.50146835,-0.85955255,-0.37786573,-0.94572324
-0.2027538,-0.44807732,-0.32114211,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
0.9360077,4.7496553,-0.0055711987,1.3902545,-0.37786573,0.77589157
-0.28270255,-0.26228603,2.7444039,2.4430055,-0.37786573,0.60830075
-0.11467467,-0.39057049,2.1583436,-0.85955255,-0.37786573,-0.94572324
1.2317503,4.9841062,-0.32114211,0.5560706,-0.37786573,0.72409077
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.25509313,-0.43038291,-0.050652758,-0.85955255,-0.37786573,-0.94572324
1.2862916,1.8654666,0.039510361,-0.85955255,-0.37786573,-0.94572324
0.25237816,-0.27998044,0.40016284,1.0058632,0.27807255,1.2603814
-0.087912169,-0.35960528,0.26491816,0.73961638,0.59856764,1.2360046
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
0.60960678,1.8787375,-0.27606055,0.85354134,0.68819037,1.047084
1.1438406,4.7717733,-0.27606055,-0.85955255,-0.37786573,-0.94572324
-0.39720542,-0.36402888,0.58048907,0.79826663,0.71008571,1.0897435
-0.29455936,-0.3994177,0.35508128,0.3045918,-0.37786573,1.0318485
0.63196533,0.14468538,-0.41130523,1.0282263,1.6485562,1.1659211
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
0.10653945,-0.28882764,0.40016284,1.6539697,0.86865407,0.79722131
0.41769591,-0.32421646,-0.095734317,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.031338267,-0.43038291,0.12967348,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
0.17276818,-0.10303635,0.89605999,0.94805686,-0.37786573,0.85511633
-0.19191329,-0.35518168,0.98622311,0.10416825,-0.37786573,0.95567082
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
0.49578144,0.30835866,-0.41130523,0.27336792,-0.37786573,1.01966
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
0.29878908,-0.10745995,-0.095734317,-0.85955255,-0.37786573,-0.94572324
0.38974772,-0.14284877,0.53540751,0.76535498,-0.37786573,0.90387002
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.095365019,-0.30209845,-0.18589744,-0.85955255,-0.37786573,-0.94572324
0.074017921,-0.23574442,0.67065219,-0.85955255,-0.37786573,-0.94572324
0.30488687,-0.27998044,-0.36622367,0.71176805,1.3515369,1.0074716
0.61163937,3.2146653,-0.18589744,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.55879674,-0.44365372,1.0313047,0.018935501,0.46910528,0.85206922
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.0061002093,-0.34633447,-0.18589744,1.1872993,0.85031466,0.94957661
0.0094830212,-0.21805001,0.58048907,0.68265389,-0.37786573,0.96176503
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
